noc_code,Occupation Name (Unit Group),Skill Type,Major Group,Minor Group,Skill Level,Total Employed (Canada 2015),Median Income (Canada 2015),Average Income (Canada 2015),Total Employed (Ontario 2015),Median Income (Ontario 2015),Average Income (Ontario 2015),Average Income Difference,Average Income Canadian Ratio,Future Labour Market Conditions (National 2013-2026)
5254,"Program leaders and instructors in recreation, sport and fitness","5 Occupations in art, culture, recreation and sport","52 Technical occupations in art, culture, recreation and sport","525 Athletes, coaches, referees and related occupations",B,141865,7469,14090,58225,6894,13279,-811,-0.05755855216465578,NA
6211,Retail sales supervisors,6 Sales and service occupations,62 Retail sales supervisors and specialized sales occupations,621 Retail sales supervisors,B,65710,29303,34945,24135,28089,35185,240,0.006867935326942338,Balance
6221,Technical sales specialists - wholesale trade,6 Sales and service occupations,62 Retail sales supervisors and specialized sales occupations,622 Technical sales specialists in wholesale trade and retail and wholesale buyers,B,77835,69735,86959,35440,70203,88601,1642,0.01888246184983728,Balance
6222,Retail and wholesale buyers,6 Sales and service occupations,62 Retail sales supervisors and specialized sales occupations,622 Technical sales specialists in wholesale trade and retail and wholesale buyers,B,36920,31052,40674,16355,30797,42800,2126,0.05226926291980135,Balance
6231,Insurance agents and brokers,6 Sales and service occupations,62 Retail sales supervisors and specialized sales occupations,"623 Insurance, real estate and financial sales occupations",B,70500,46418,57315,27775,48252,61131,3816,0.06657942946872547,Balance
6232,Real estate agents and salespersons,6 Sales and service occupations,62 Retail sales supervisors and specialized sales occupations,"623 Insurance, real estate and financial sales occupations",B,88525,31366,51390,46360,29844,52378,988,0.019225530258805214,Balance
6235,Financial sales representatives,6 Sales and service occupations,62 Retail sales supervisors and specialized sales occupations,"623 Insurance, real estate and financial sales occupations",B,63210,46798,60781,29945,46572,65276,4495,0.07395403168753394,Balance
6311,Food service supervisors,6 Sales and service occupations,63 Service supervisors and specialized service occupations,631 Service supervisors,B,43095,22853,25571,15770,22991,25553,-18,-7.039224121074655e-4,Balance
6312,Executive housekeepers,6 Sales and service occupations,63 Service supervisors and specialized service occupations,631 Service supervisors,B,3905,35029,37090,1155,35527,38489,1399,0.03771906174170936,Balance
6313,"Accommodation, travel, tourism and related services supervisors",6 Sales and service occupations,63 Service supervisors and specialized service occupations,631 Service supervisors,B,5045,43955,46302,1855,46707,49008,2706,0.05844239989633277,NA
6314,Customer and information services supervisors,6 Sales and service occupations,63 Service supervisors and specialized service occupations,631 Service supervisors,B,11955,47676,51949,4860,47707,52391,442,0.00850834472270881,NA
6315,Cleaning supervisors,6 Sales and service occupations,63 Service supervisors and specialized service occupations,631 Service supervisors,B,11670,40665,44593,4485,44345,45156,563,0.012625299934967372,NA
6316,Other services supervisors,6 Sales and service occupations,63 Service supervisors and specialized service occupations,631 Service supervisors,B,15570,34654,39250,6180,34350,39674,424,0.010802547770700636,NA
6321,Chefs,6 Sales and service occupations,63 Service supervisors and specialized service occupations,632 Chefs and cooks,B,61005,27917,31376,26630,25738,29363,-2013,-0.06415731769505355,Balance
6322,Cooks,6 Sales and service occupations,63 Service supervisors and specialized service occupations,632 Chefs and cooks,B,230970,17914,20754,71110,16161,19211,-1543,-0.07434711380938615,Surplus
6331,"Butchers, meat cutters and fishmongers - retail and wholesale",6 Sales and service occupations,63 Service supervisors and specialized service occupations,633 Butchers and bakers,B,19845,30669,30697,4905,28760,30280,-417,-0.013584389354008535,Balance
6332,Bakers,6 Sales and service occupations,63 Service supervisors and specialized service occupations,633 Butchers and bakers,B,44370,20940,23239,17245,19923,21871,-1368,-0.05886656052325832,Balance
6341,Hairstylists and barbers,6 Sales and service occupations,63 Service supervisors and specialized service occupations,634 Specialized occupations in personal and customer services,B,99830,16398,19999,34980,16767,19971,-28,-0.001400070003500175,Balance
6342,"Tailors, dressmakers, furriers and milliners",6 Sales and service occupations,63 Service supervisors and specialized service occupations,634 Specialized occupations in personal and customer services,B,16775,17699,20442,5800,17469,20736,294,0.014382154388024655,Balance
6343,Shoe repairers and shoemakers,6 Sales and service occupations,63 Service supervisors and specialized service occupations,634 Specialized occupations in personal and customer services,B,1385,19372,23434,285,20014,24072,638,0.027225398992916275,NA
6344,"Jewellers, jewellery and watch repairers and related occupations",6 Sales and service occupations,63 Service supervisors and specialized service occupations,634 Specialized occupations in personal and customer services,B,4800,19296,24753,1980,20398,27166,2413,0.09748313335757282,NA
6345,Upholsterers,6 Sales and service occupations,63 Service supervisors and specialized service occupations,634 Specialized occupations in personal and customer services,B,5115,28172,29910,1860,29523,30391,481,0.01608157806753594,NA
6346,Funeral directors and embalmers,6 Sales and service occupations,63 Service supervisors and specialized service occupations,634 Specialized occupations in personal and customer services,B,4840,49015,53266,2000,51498,59012,5746,0.10787369053429956,NA
6411,Sales and account representatives - wholesale trade (non-technical),6 Sales and service occupations,64 Sales representatives and salespersons - wholesale and retail trade,641 Sales and account representatives - wholesale trade (non-technical),C,111665,51045,62590,44820,51205,64339,1749,0.02794376098418278,Balance
6421,Retail salespersons,6 Sales and service occupations,64 Sales representatives and salespersons - wholesale and retail trade,642 Retail salespersons,C,702890,15732,24035,270955,14945,23663,-372,-0.015477428749739962,Balance
6511,Matres d'htel and hosts/hostesses,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,651 Occupations in food and beverage service,C,30180,6438,9250,11565,6142,8483,-767,-0.08291891891891892,Balance
6512,Bartenders,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,651 Occupations in food and beverage service,C,42580,15385,17198,15315,14489,16066,-1132,-0.06582160716362367,Balance
6513,Food and beverage servers,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,651 Occupations in food and beverage service,C,240415,12655,15228,81535,11272,13587,-1641,-0.10776201733648542,Balance
6521,Travel counsellors,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,652 Occupations in travel and accommodation,C,25010,30416,32507,10305,32292,33961,1454,0.04472882763712431,Balance
6522,Pursers and flight attendants,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,652 Occupations in travel and accommodation,C,15990,47856,47119,6130,46897,47497,378,0.008022241558606931,Balance
6523,Airline ticket and service agents,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,652 Occupations in travel and accommodation,C,13650,35221,38410,4690,34188,38809,399,0.010387919812548815,Balance
6524,"Ground and water transport ticket agents, cargo service representatives and related clerks",6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,652 Occupations in travel and accommodation,C,3270,35700,38669,1095,37081,40319,1650,0.04266983888903256,NA
6525,Hotel front desk clerks,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,652 Occupations in travel and accommodation,C,23110,22596,23640,6725,22561,23704,64,0.0027072758037225042,Balance
6531,Tour and travel guides,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,653 Tourism and amusement services occupations,C,5715,9604,14652,1560,8695,13739,-913,-0.06231231231231231,NA
6532,Outdoor sport and recreational guides,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,653 Tourism and amusement services occupations,C,4945,14982,20704,885,11131,15495,-5209,-0.2515938948995363,NA
6533,Casino workers,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,653 Tourism and amusement services occupations,C,13665,38327,37727,5595,41819,39944,2217,0.05876428022371246,NA
6541,Security guards and related security service occupations,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,654 Security guards and related security service occupations,C,124075,27240,30977,47975,25431,29905,-1072,-0.03460632081867192,Balance
6551,Customer services representatives - financial institutions,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,655 Customer and information services representatives,C,79210,30035,32715,33375,30386,34582,1867,0.05706862295583066,Balance
6552,Other customer and information services representatives,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,655 Customer and information services representatives,C,221230,30257,33417,94975,30109,33431,14,4.1894843941706316e-4,Surplus
6561,"Image, social and other personal consultants",6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,656 Other occupations in personal service,C,2845,16720,26444,1055,17853,28101,1657,0.06266071698684011,Balance
6562,"Estheticians, electrologists and related occupations",6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,656 Other occupations in personal service,C,57135,15588,19079,19725,15005,18120,-959,-0.05026468892499607,Balance
6563,Pet groomers and animal care workers,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,656 Other occupations in personal service,C,23465,13011,17678,9655,12623,17576,-102,-0.00576988347098088,NA
6564,Other personal service occupations,6 Sales and service occupations,65 Service representatives and other customer and personal services occupations,656 Other occupations in personal service,C,2260,10576,15510,690,8808,12706,-2804,-0.1807865892972276,NA
6611,Cashiers,6 Sales and service occupations,66 Sales support occupations,661 Cashiers,D,364095,10054,13002,130140,9474,12282,-720,-0.05537609598523304,Balance
6621,Service station attendants,6 Sales and service occupations,66 Sales support occupations,662 Other sales support and related occupations,D,18865,12525,17662,5365,12530,17462,-200,-0.011323745895142113,Balance
6622,"Store shelf stockers, clerks and order fillers",6 Sales and service occupations,66 Sales support occupations,662 Other sales support and related occupations,D,189935,14547,18442,68980,13786,18005,-437,-0.023695911506344213,Balance
6623,Other sales related occupations,6 Sales and service occupations,66 Sales support occupations,662 Other sales support and related occupations,D,43295,14126,25352,12635,11578,21813,-3539,-0.13959450930893028,Balance
6711,"Food counter attendants, kitchen helpers and related support occupations",6 Sales and service occupations,"67 Service support and other service occupations, n.e.c.","671 Food counter attendants, kitchen helpers and related support occupations",D,405770,10258,14109,162045,9923,13775,-334,-0.023672832943511232,Surplus
6721,"Support occupations in accommodation, travel and facilities set-up services",6 Sales and service occupations,"67 Service support and other service occupations, n.e.c.","672 Support occupations in accommodation, travel and amusement services",D,6000,21679,25594,2270,20932,24325,-1269,-0.04958193326560913,NA
6722,"Operators and attendants in amusement, recreation and sport",6 Sales and service occupations,"67 Service support and other service occupations, n.e.c.","672 Support occupations in accommodation, travel and amusement services",D,37825,8643,16067,14225,7467,14006,-2061,-0.1282753469845024,NA
6731,Light duty cleaners,6 Sales and service occupations,"67 Service support and other service occupations, n.e.c.",673 Cleaners,D,255780,17317,20618,86420,16746,20406,-212,-0.01028227762149578,Balance
6732,Specialized cleaners,6 Sales and service occupations,"67 Service support and other service occupations, n.e.c.",673 Cleaners,D,44935,21089,25361,14510,19941,23733,-1628,-0.06419305232443516,Balance
6733,"Janitors, caretakers and building superintendents",6 Sales and service occupations,"67 Service support and other service occupations, n.e.c.",673 Cleaners,D,230975,29673,32635,86535,32209,34434,1799,0.05512486594147388,Balance
6741,"Dry cleaning, laundry and related occupations",6 Sales and service occupations,"67 Service support and other service occupations, n.e.c.","674 Other service support and related occupations, n.e.c.",D,21950,25364,26114,7235,24389,25468,-646,-0.02473768859615532,NA
6742,"Other service support occupations, n.e.c.",6 Sales and service occupations,"67 Service support and other service occupations, n.e.c.","674 Other service support and related occupations, n.e.c.",D,30735,12833,19698,11710,11641,19646,-52,-0.00263986191491522,NA
7201,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations","7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","720 Contractors and supervisors, industrial, electrical and construction trades and related workers",B,15360,73025,84643,5120,72497,87530,2887,0.03410795931146108,Balance
7202,"Contractors and supervisors, electrical trades and telecommunications occupations","7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","720 Contractors and supervisors, industrial, electrical and construction trades and related workers",B,17800,79955,86638,5920,73836,82010,-4628,-0.05341766892125857,Balance
7203,"Contractors and supervisors, pipefitting trades","7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","720 Contractors and supervisors, industrial, electrical and construction trades and related workers",B,6400,82325,87755,1875,86106,87622,-133,-0.0015155831576548345,Balance
7204,"Contractors and supervisors, carpentry trades","7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","720 Contractors and supervisors, industrial, electrical and construction trades and related workers",B,19190,43664,50038,7475,36788,44768,-5270,-0.10531995683280707,Balance
7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers","7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","720 Contractors and supervisors, industrial, electrical and construction trades and related workers",B,37125,43380,53066,14550,38724,46753,-6313,-0.11896506237515547,Balance
7231,Machinists and machining and tooling inspectors,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","723 Machining, metal forming, shaping and erecting trades",B,39715,52438,54244,16015,55021,54959,715,0.01318118132881056,Balance
7232,Tool and die makers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","723 Machining, metal forming, shaping and erecting trades",B,11665,61284,62646,9375,63960,65144,2498,0.03987485234492226,NA
7233,Sheet metal workers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","723 Machining, metal forming, shaping and erecting trades",B,21005,53146,55737,6825,55045,56170,433,0.007768627662055726,Balance
7234,Boilermakers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","723 Machining, metal forming, shaping and erecting trades",B,4435,73588,79945,1145,73445,81598,1653,0.020676715241728687,NA
7235,Structural metal and platework fabricators and fitters,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","723 Machining, metal forming, shaping and erecting trades",B,6070,52583,53815,2000,53309,54144,329,0.00611353711790393,NA
7236,Ironworkers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","723 Machining, metal forming, shaping and erecting trades",B,15270,62275,65890,4010,66915,68270,2380,0.0361208074062832,NA
7237,Welders and related machine operators,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","723 Machining, metal forming, shaping and erecting trades",B,97665,47734,52457,28715,46017,47618,-4839,-0.09224698324341842,Surplus
7241,Electricians (except industrial and power system),"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",724 Electrical trades and electrical power line and telecommunications workers,B,95970,52466,56763,31600,52977,55644,-1119,-0.01971354579567676,Surplus
7242,Industrial electricians,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",724 Electrical trades and electrical power line and telecommunications workers,B,30405,83411,87393,9655,82674,83537,-3856,-0.04412252697584475,Balance
7243,Power system electricians,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",724 Electrical trades and electrical power line and telecommunications workers,B,6425,89175,89044,1810,101178,95143,6099,0.06849422757288531,NA
7244,Electrical power line and cable workers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",724 Electrical trades and electrical power line and telecommunications workers,B,13040,96344,96086,4135,93858,90818,-5268,-0.054825885144558,Balance
7245,Telecommunications line and cable workers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",724 Electrical trades and electrical power line and telecommunications workers,B,10680,55778,57329,4750,48637,51464,-5865,-0.10230424392541297,NA
7246,Telecommunications installation and repair workers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",724 Electrical trades and electrical power line and telecommunications workers,B,27540,58477,58817,9350,57415,58332,-485,-0.008245915296597923,Balance
7247,Cable television service and maintenance technicians,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",724 Electrical trades and electrical power line and telecommunications workers,B,1855,43486,47447,380,38235,48298,851,0.017935802052816828,NA
7251,Plumbers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","725 Plumbers, pipefitters and gas fitters",B,52475,49698,53367,16390,49692,52735,-632,-0.011842524406468416,Balance
7252,"Steamfitters, pipefitters and sprinkler system installers","7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","725 Plumbers, pipefitters and gas fitters",B,23790,69051,72675,5425,70060,71869,-806,-0.01109047127622979,Surplus
7253,Gas fitters,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades","725 Plumbers, pipefitters and gas fitters",B,7320,50633,57479,4150,43818,48754,-8725,-0.1517945684510865,NA
7271,Carpenters,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",727 Carpenters and cabinetmakers,B,164465,35565,39865,45070,32849,37499,-2366,-0.059350307287093944,Balance
7272,Cabinetmakers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",727 Carpenters and cabinetmakers,B,18545,32281,33079,5600,34101,34129,1050,0.03174219293207171,Surplus
7281,Bricklayers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",728 Masonry and plastering trades,B,19050,35586,39769,8550,34664,38738,-1031,-0.02592471523045588,Balance
7282,Concrete finishers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",728 Masonry and plastering trades,B,11920,44728,47761,3680,51095,51694,3933,0.08234752203680827,Surplus
7283,Tilesetters,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",728 Masonry and plastering trades,B,9965,27910,32568,3550,25248,31139,-1429,-0.043877425693932694,NA
7284,"Plasterers, drywall installers and finishers and lathers","7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",728 Masonry and plastering trades,B,28710,31244,35578,9975,28805,33607,-1971,-0.05539940412614537,Balance
7291,Roofers and shinglers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",729 Other construction trades,B,22480,30929,35430,7995,28288,33920,-1510,-0.04261924922382162,Surplus
7292,Glaziers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",729 Other construction trades,B,9970,44003,45094,2880,40616,41616,-3478,-0.0771277775313789,Surplus
7293,Insulators,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",729 Other construction trades,B,11070,51499,56833,2780,42614,48914,-7919,-0.1393380606337867,NA
7294,Painters and decorators (except interior decorators),"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",729 Other construction trades,B,46935,20546,27196,16710,17421,24049,-3147,-0.11571554640388293,Balance
7295,Floor covering installers,"7 Trades, transport and equipment operators and related occupations","72 Industrial, electrical and construction trades",729 Other construction trades,B,15045,25459,31478,6000,21687,27962,-3516,-0.11169705826291378,Balance
7301,"Contractors and supervisors, mechanic trades","7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,"730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",B,23325,67266,74027,7160,67338,70426,-3601,-0.04864441352479501,Balance
7302,"Contractors and supervisors, heavy equipment operator crews","7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,"730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",B,38595,72395,78780,12055,71143,73370,-5410,-0.06867225184056867,Balance
7303,"Supervisors, printing and related occupations","7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,"730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",B,2995,53821,56582,1355,56642,59228,2646,0.04676398854759464,NA
7304,"Supervisors, railway transport operations","7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,"730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",B,2085,88901,92179,620,85683,89213,-2966,-0.032176526106813916,Balance
7305,"Supervisors, motor transport and other ground transit operators","7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,"730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",B,9195,63250,68765,3605,62267,65807,-2958,-0.04301606922126082,NA
7311,Construction millwrights and industrial mechanics,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,731 Machinery and transportation equipment mechanics (except motor vehicles),B,75175,69573,73855,26120,71385,73497,-358,-0.004847335996208788,Balance
7312,Heavy-duty equipment mechanics,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,731 Machinery and transportation equipment mechanics (except motor vehicles),B,40450,66414,73285,7840,63602,65063,-8222,-0.11219212662891451,Balance
7313,"Heating, refrigeration and air conditioning mechanics","7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,731 Machinery and transportation equipment mechanics (except motor vehicles),B,25655,57063,59440,12185,55275,57478,-1962,-0.03300807537012113,Balance
7314,Railway carmen/women,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,731 Machinery and transportation equipment mechanics (except motor vehicles),B,2700,72143,70865,970,72364,68360,-2505,-0.0353489028434347,Balance
7315,Aircraft mechanics and aircraft inspectors,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,731 Machinery and transportation equipment mechanics (except motor vehicles),B,17475,70497,69659,4955,71150,71133,1474,0.02116022337386411,NA
7316,Machine fitters,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,731 Machinery and transportation equipment mechanics (except motor vehicles),B,2490,57590,58927,1015,53830,56376,-2551,-0.04329085139240077,NA
7318,Elevator constructors and mechanics,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,731 Machinery and transportation equipment mechanics (except motor vehicles),B,5375,94200,93931,2325,105054,101844,7913,0.08424268878219118,NA
7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers","7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,732 Automotive service technicians,B,154725,45353,48596,55440,46795,48713,117,0.0024076055642439707,Balance
7322,Motor vehicle body repairers,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,732 Automotive service technicians,B,29170,42882,47368,9290,43045,45669,-1699,-0.03586809660530316,Balance
7331,Oil and solid fuel heating mechanics,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,733 Other mechanics and related repairers,B,2695,41143,43786,770,35974,40277,-3509,-0.08013977070296442,NA
7332,Appliance servicers and repairers,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,733 Other mechanics and related repairers,B,7250,36966,39466,2255,34128,35463,-4003,-0.10142907819388841,NA
7333,Electrical mechanics,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,733 Other mechanics and related repairers,B,9735,53268,56628,1510,62529,64057,7429,0.13118951755315392,NA
7334,"Motorcycle, all-terrain vehicle and other related mechanics","7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,733 Other mechanics and related repairers,B,5805,42933,44491,2100,45651,44879,388,0.00872086489402351,NA
7335,Other small engine and small equipment repairers,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,733 Other mechanics and related repairers,B,3190,32205,34926,1125,30723,32967,-1959,-0.05609001889709672,NA
7361,Railway and yard locomotive engineers,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,736 Train crew operating occupations,B,4830,107313,101887,1430,114618,107430,5543,0.0544034076967621,NA
7362,Railway conductors and brakemen/women,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,736 Train crew operating occupations,B,5205,82529,79629,1425,81149,78273,-1356,-0.017028971856986777,NA
7371,Crane operators,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,"737 Crane operators, drillers and blasters",B,15545,71426,77276,5520,64847,68798,-8478,-0.10971064754904498,NA
7372,"Drillers and blasters - surface mining, quarrying and construction","7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,"737 Crane operators, drillers and blasters",B,2635,62854,65035,695,61502,62138,-2897,-0.04454524486814792,NA
7373,Water well drillers,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,"737 Crane operators, drillers and blasters",B,845,50204,55704,350,46062,46133,-9571,-0.1718188998994686,NA
7381,Printing press operators,"7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,"738 Printing press operators and other trades and related occupations, n.e.c.",B,17015,43430,44930,7220,43829,45980,1050,0.02336968617849989,NA
7384,"Other trades and related occupations, n.e.c.","7 Trades, transport and equipment operators and related occupations",73 Maintenance and equipment operation trades,"738 Printing press operators and other trades and related occupations, n.e.c.",B,12670,42716,47131,3400,39332,42450,-4681,-0.09931891960705268,NA
7441,Residential and commercial installers and servicers,"7 Trades, transport and equipment operators and related occupations","74 Other installers, repairers and servicers and material handlers","744 Other installers, repairers and servicers",C,49300,29490,34002,19810,28460,32720,-1282,-0.0377036644903241,Balance
7442,Waterworks and gas maintenance workers,"7 Trades, transport and equipment operators and related occupations","74 Other installers, repairers and servicers and material handlers","744 Other installers, repairers and servicers",C,5390,62176,66894,1840,63042,63569,-3325,-0.049705504230573745,Balance
7444,Pest controllers and fumigators,"7 Trades, transport and equipment operators and related occupations","74 Other installers, repairers and servicers and material handlers","744 Other installers, repairers and servicers",C,4100,35193,38058,1450,39127,39435,1377,0.03618161753113669,NA
7445,Other repairers and servicers,"7 Trades, transport and equipment operators and related occupations","74 Other installers, repairers and servicers and material handlers","744 Other installers, repairers and servicers",C,15285,31656,36975,5025,30941,36225,-750,-0.02028397565922921,NA
7451,Longshore workers,"7 Trades, transport and equipment operators and related occupations","74 Other installers, repairers and servicers and material handlers",745 Longshore workers and material handlers,C,7140,69088,73337,660,25947,31372,-41965,-0.5722213889305535,NA
7452,Material handlers,"7 Trades, transport and equipment operators and related occupations","74 Other installers, repairers and servicers and material handlers",745 Longshore workers and material handlers,C,191000,32458,34842,84320,32426,34150,-692,-0.0198610871936169,NA
7511,Transport truck drivers,"7 Trades, transport and equipment operators and related occupations",75 Transport and heavy equipment operation and related maintenance occupations,751 Motor vehicle and transit drivers,C,314905,42644,45377,110075,38295,40846,-4531,-0.09985234810586861,Shortage
7512,"Bus drivers, subway operators and other transit operators","7 Trades, transport and equipment operators and related occupations",75 Transport and heavy equipment operation and related maintenance occupations,751 Motor vehicle and transit drivers,C,95720,28997,38454,38375,24467,38462,8,2.0804077599209444e-4,Balance
7513,Taxi and limousine drivers and chauffeurs,"7 Trades, transport and equipment operators and related occupations",75 Transport and heavy equipment operation and related maintenance occupations,751 Motor vehicle and transit drivers,C,57210,13432,17443,24395,12199,15640,-1803,-0.10336524680387547,Balance
7514,Delivery and courier service drivers,"7 Trades, transport and equipment operators and related occupations",75 Transport and heavy equipment operation and related maintenance occupations,751 Motor vehicle and transit drivers,C,93325,25525,29918,30785,25019,29767,-151,-0.005047128818771308,Balance
7521,Heavy equipment operators (except crane),"7 Trades, transport and equipment operators and related occupations",75 Transport and heavy equipment operation and related maintenance occupations,752 Heavy equipment operators,C,95755,56600,62295,22905,56174,55951,-6344,-0.10183802873424834,Surplus
7522,Public works maintenance equipment operators and related workers,"7 Trades, transport and equipment operators and related occupations",75 Transport and heavy equipment operation and related maintenance occupations,752 Heavy equipment operators,C,26545,46637,45601,8925,50350,48080,2479,0.0543628429201114,Balance
7531,Railway yard and track maintenance workers,"7 Trades, transport and equipment operators and related occupations",75 Transport and heavy equipment operation and related maintenance occupations,753 Other transport equipment operators and related maintenance workers,C,6400,68230,68583,2320,66461,67674,-909,-0.01325401338524124,NA
7532,Water transport deck and engine room crew,"7 Trades, transport and equipment operators and related occupations",75 Transport and heavy equipment operation and related maintenance occupations,753 Other transport equipment operators and related maintenance workers,C,4800,53766,52981,550,39911,49951,-3030,-0.057190313508616294,NA
7533,Boat and cable ferry operators and related occupations,"7 Trades, transport and equipment operators and related occupations",75 Transport and heavy equipment operation and related maintenance occupations,753 Other transport equipment operators and related maintenance workers,C,2725,39510,45780,560,32711,37536,-8244,-0.1800786369593709,NA
7534,Air transport ramp attendants,"7 Trades, transport and equipment operators and related occupations",75 Transport and heavy equipment operation and related maintenance occupations,753 Other transport equipment operators and related maintenance workers,C,10265,33856,36404,3700,32893,35762,-642,-0.017635424678606747,NA
7535,Other automotive mechanical installers and servicers,"7 Trades, transport and equipment operators and related occupations",75 Transport and heavy equipment operation and related maintenance occupations,753 Other transport equipment operators and related maintenance workers,C,17970,29656,36396,5350,26987,30660,-5736,-0.15759973623475107,NA
